PATHS,Debian 9,Debian 10
/usr/share/bash-completion/completions/file-roller,EXISTS,EXISTS
/usr/share/bash-completion/completions/wine,EXISTS,EXISTS
/usr/share/bash-completion/completions/ant,EXISTS,EXISTS
/usr/share/bash-completion/completions/hcitool,EXISTS,EXISTS
/usr/share/bash-completion/completions/crontab,EXISTS,EXISTS
/usr/share/bash-completion/completions/journalctl,EXISTS,EXISTS
/usr/share/bash-completion/completions/gprof,EXISTS,EXISTS
/usr/share/bash-completion/completions/setarch,EXISTS,EXISTS
/usr/share/bash-completion/completions/patch,EXISTS,EXISTS
/usr/share/bash-completion/completions/pkgadd,EXISTS,EXISTS
/usr/share/bash-completion/completions/mount,EXISTS,EXISTS
/usr/share/bash-completion/completions/wipefs,EXISTS,EXISTS
/usr/share/bash-completion/completions/more,EXISTS,EXISTS
/usr/share/bash-completion/completions/bzip2,EXISTS,EXISTS
/usr/share/bash-completion/completions/pwck,EXISTS,EXISTS
/usr/share/bash-completion/completions/passwd,EXISTS,EXISTS
/usr/share/bash-completion/completions/apt-get,EXISTS,EXISTS
/usr/share/bash-completion/completions/rmlist,EXISTS,EXISTS
/usr/share/bash-completion/completions/sfdisk,EXISTS,EXISTS
/usr/share/bash-completion/completions/debconf,EXISTS,EXISTS
/usr/share/bash-completion/completions/fbi,EXISTS,EXISTS
/usr/share/bash-completion/completions/lzma,EXISTS,EXISTS
/usr/share/bash-completion/completions/utmpdump,EXISTS,EXISTS
/usr/share/bash-completion/completions/systemd-run,EXISTS,EXISTS
/usr/share/bash-completion/completions/systemd-cat,EXISTS,EXISTS
/usr/share/bash-completion/completions/systemd-cgtop,EXISTS,EXISTS
/usr/share/bash-completion/completions/ssh-copy-id,EXISTS,EXISTS
/usr/share/bash-completion/completions/kldunload,EXISTS,EXISTS
/usr/share/bash-completion/completions/postmap,EXISTS,EXISTS
/usr/share/bash-completion/completions/fsck,EXISTS,EXISTS
/usr/share/bash-completion/completions/ncftp,EXISTS,EXISTS
/usr/share/bash-completion/completions/lsblk,EXISTS,EXISTS
/usr/share/bash-completion/completions/mdadm,EXISTS,EXISTS
/usr/share/bash-completion/completions/watch,EXISTS,EXISTS
/usr/share/bash-completion/completions/whiptail,EXISTS,EXISTS
/usr/share/bash-completion/completions/fbgs,EXISTS,EXISTS
/usr/share/bash-completion/completions/fdisk,EXISTS,EXISTS
/usr/share/bash-completion/completions/lslogins,EXISTS,EXISTS
/usr/share/bash-completion/completions/unshare,EXISTS,EXISTS
/usr/share/bash-completion/completions/cal,EXISTS,NOT EXISTS
/usr/share/bash-completion/completions/rfkill,EXISTS,NOT EXISTS
/usr/share/bash-completion/completions/postsuper,EXISTS,EXISTS
/usr/share/bash-completion/completions/vmstat,EXISTS,EXISTS
/usr/share/bash-completion/completions/isosize,EXISTS,EXISTS
/usr/share/bash-completion/completions/autorpm,EXISTS,EXISTS
/usr/share/bash-completion/completions/blockdev,EXISTS,EXISTS
/usr/share/bash-completion/completions/k3b,EXISTS,EXISTS
/usr/share/bash-completion/completions/postconf,EXISTS,EXISTS
/usr/share/bash-completion/completions/sysctl,EXISTS,EXISTS
/usr/share/bash-completion/completions/cardctl,EXISTS,EXISTS
/usr/share/bash-completion/completions/hwclock,EXISTS,EXISTS
/usr/share/bash-completion/completions/file,EXISTS,EXISTS
/usr/share/bash-completion/completions/arch,EXISTS,EXISTS
/usr/share/bash-completion/completions/change_pw,EXISTS,EXISTS
/usr/share/bash-completion/completions/autoreconf,EXISTS,EXISTS
/usr/share/bash-completion/completions/rpmcheck,EXISTS,EXISTS
/usr/share/bash-completion/completions/iwpriv,EXISTS,EXISTS
/usr/share/bash-completion/completions/resizepart,EXISTS,EXISTS
/usr/share/bash-completion/completions/vpnc,EXISTS,EXISTS
/usr/share/bash-completion/completions/pkgrm,EXISTS,EXISTS
/usr/share/bash-completion/completions/desktop-file-validate,EXISTS,EXISTS
/usr/share/bash-completion/completions/lintian,EXISTS,EXISTS
/usr/share/bash-completion/completions/pack200,EXISTS,EXISTS
/usr/share/bash-completion/completions/xz,EXISTS,EXISTS
/usr/share/bash-completion/completions/scriptreplay,EXISTS,EXISTS
/usr/share/bash-completion/completions/xmodmap,EXISTS,EXISTS
/usr/share/bash-completion/completions/ether-wake,EXISTS,EXISTS
/usr/share/bash-completion/completions/webmitm,EXISTS,EXISTS
/usr/share/bash-completion/completions/perf,EXISTS,EXISTS
/usr/share/bash-completion/completions/mailmanctl,EXISTS,EXISTS
/usr/share/bash-completion/completions/sh,EXISTS,EXISTS
/usr/share/bash-completion/completions/nc,EXISTS,EXISTS
/usr/share/bash-completion/completions/pidof,EXISTS,EXISTS
/usr/share/bash-completion/completions/fdformat,EXISTS,EXISTS
/usr/share/bash-completion/completions/xsltproc,EXISTS,EXISTS
/usr/share/bash-completion/completions/iscsiadm,EXISTS,EXISTS
/usr/share/bash-completion/completions/nsenter,EXISTS,EXISTS
/usr/share/bash-completion/completions/arping,EXISTS,EXISTS
/usr/share/bash-completion/completions/portupgrade,EXISTS,EXISTS
/usr/share/bash-completion/completions/ipcmk,EXISTS,EXISTS
/usr/share/bash-completion/completions/slapt-src,EXISTS,EXISTS
/usr/share/bash-completion/completions/partx,EXISTS,EXISTS
/usr/share/bash-completion/completions/strace,EXISTS,EXISTS
/usr/share/bash-completion/completions/getopt,EXISTS,EXISTS
/usr/share/bash-completion/completions/gphoto2,EXISTS,EXISTS
/usr/share/bash-completion/completions/dumpe2fs,EXISTS,EXISTS
/usr/share/bash-completion/completions/xzdec,EXISTS,EXISTS
/usr/share/bash-completion/completions/clisp,EXISTS,EXISTS
/usr/share/bash-completion/completions/lslocks,EXISTS,EXISTS
/usr/share/bash-completion/completions/insmod,EXISTS,EXISTS
/usr/share/bash-completion/completions/ip,EXISTS,EXISTS
/usr/share/bash-completion/completions/perl,EXISTS,EXISTS
/usr/share/bash-completion/completions/cppcheck,EXISTS,EXISTS
/usr/share/bash-completion/completions/hid2hci,EXISTS,EXISTS
/usr/share/bash-completion/completions/prelink,EXISTS,EXISTS
/usr/share/bash-completion/completions/xmllint,EXISTS,EXISTS
/usr/share/bash-completion/completions/rpm,EXISTS,EXISTS
/usr/share/bash-completion/completions/systemctl,EXISTS,EXISTS
/usr/share/bash-completion/completions/medusa,EXISTS,EXISTS
/usr/share/bash-completion/completions/groupdel,EXISTS,EXISTS
/usr/share/bash-completion/completions/setsid,EXISTS,EXISTS
/usr/share/bash-completion/completions/pivot_root,EXISTS,EXISTS
/usr/share/bash-completion/completions/upgradepkg,EXISTS,EXISTS
/usr/share/bash-completion/completions/apt,EXISTS,EXISTS
/usr/share/bash-completion/completions/networkctl,EXISTS,EXISTS
/usr/share/bash-completion/completions/cpio,EXISTS,EXISTS
/usr/share/bash-completion/completions/mktemp,EXISTS,EXISTS
/usr/share/bash-completion/completions/ldapvi,EXISTS,EXISTS
/usr/share/bash-completion/completions/pydoc,EXISTS,EXISTS
/usr/share/bash-completion/completions/xxd,EXISTS,EXISTS
/usr/share/gcc-6/python/libstdcxx/__init__.py,EXISTS,NOT EXISTS
/usr/share/gcc-6/python/libstdcxx/v6/printers.py,EXISTS,NOT EXISTS
/usr/share/gcc-6/python/libstdcxx/v6/__init__.py,EXISTS,NOT EXISTS
/usr/share/gcc-6/python/libstdcxx/v6/xmethods.py,EXISTS,NOT EXISTS
/usr/share/debianutils/shells,EXISTS,EXISTS
/usr/share/dh-python/dh_python2,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/interpreter.py,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/version.py,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/option.py,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/_defaults.py,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/depends.py,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/tools.py,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/__init__.py,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/debhelper.py,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/__pycache__/_defaults.cpython-35.pyc,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/__pycache__/pydist.cpython-35.pyc,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/__pycache__/version.cpython-35.pyc,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/__pycache__/debhelper.cpython-35.pyc,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/__pycache__/tools.cpython-35.pyc,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/__pycache__/interpreter.cpython-35.pyc,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/__pycache__/fs.cpython-35.pyc,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/__pycache__/option.cpython-35.pyc,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/__pycache__/__init__.cpython-35.pyc,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/__pycache__/depends.cpython-35.pyc,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/fs.py,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/pydist.py,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/build/plugin_custom.py,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/build/__init__.py,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/build/plugin_distutils.py,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/build/base.py,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/build/plugin_cmake.py,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/build/__pycache__/plugin_custom.cpython-35.pyc,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/build/__pycache__/base.cpython-35.pyc,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/build/__pycache__/plugin_distutils.cpython-35.pyc,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/build/__pycache__/plugin_cmake.cpython-35.pyc,EXISTS,NOT EXISTS
/usr/share/dh-python/dhpython/build/__pycache__/__init__.cpython-35.pyc,EXISTS,NOT EXISTS
/usr/share/dh-python/dh_pypy,EXISTS,NOT EXISTS
/usr/share/dh-python/pybuild,EXISTS,NOT EXISTS
/usr/share/dh-python/dist/cpython3_fallback,EXISTS,NOT EXISTS
/usr/share/dh-python/dist/pypy_fallback,EXISTS,NOT EXISTS
/usr/share/dh-python/dist/cpython2_fallback,EXISTS,NOT EXISTS
/usr/share/dh-python/dh_python3,EXISTS,NOT EXISTS
/usr/share/binfmts/python2.7,EXISTS,EXISTS
/usr/share/binfmts/python3.5,EXISTS,NOT EXISTS
/usr/share/debconf/confmodule,EXISTS,EXISTS
/usr/share/debconf/transition_db.pl,EXISTS,EXISTS
/usr/share/debconf/debconf.conf,EXISTS,EXISTS
/usr/share/debconf/confmodule.sh,EXISTS,EXISTS
/usr/share/debconf/frontend,EXISTS,EXISTS
/usr/share/debconf/fix_db.pl,EXISTS,EXISTS
/usr/share/adduser/adduser.conf,EXISTS,EXISTS
/usr/share/lintian/overrides/init-system-helpers,EXISTS,EXISTS
/usr/share/lintian/overrides/libpam-modules-bin,EXISTS,EXISTS
/usr/share/lintian/overrides/libicu57,EXISTS,NOT EXISTS
/usr/share/lintian/overrides/ncurses-base,EXISTS,EXISTS
/usr/share/lintian/overrides/libdb5.3,EXISTS,EXISTS
/usr/share/lintian/overrides/openssh-client,EXISTS,EXISTS
/usr/share/lintian/overrides/systemd,EXISTS,EXISTS
/usr/share/lintian/overrides/irqbalance,EXISTS,NOT EXISTS
/usr/share/lintian/overrides/libpython2.7-minimal,EXISTS,EXISTS
/usr/share/lintian/overrides/grub-pc-bin,EXISTS,EXISTS
/usr/share/lintian/overrides/libkrb5-3,EXISTS,EXISTS
/usr/share/lintian/overrides/openssl,EXISTS,EXISTS
/usr/share/lintian/overrides/procps,EXISTS,EXISTS
/usr/share/lintian/overrides/klibc-utils,EXISTS,EXISTS
/usr/share/lintian/overrides/libpython3.5-minimal,EXISTS,NOT EXISTS
/usr/share/lintian/overrides/libfreetype6,EXISTS,NOT EXISTS
/usr/share/lintian/overrides/base-passwd,EXISTS,EXISTS
/usr/share/lintian/overrides/libpython2.7-stdlib,EXISTS,EXISTS
/usr/share/lintian/overrides/ifupdown,EXISTS,EXISTS
/usr/share/lintian/overrides/libssl1.0.2,EXISTS,NOT EXISTS
/usr/share/lintian/overrides/libc6,EXISTS,EXISTS
/usr/share/lintian/overrides/sudo,EXISTS,EXISTS
/usr/share/lintian/overrides/libgcc1,EXISTS,EXISTS
/usr/share/lintian/overrides/readline-common,EXISTS,EXISTS
/usr/share/lintian/overrides/rsyslog,EXISTS,EXISTS
/usr/share/lintian/overrides/libslang2,EXISTS,EXISTS
/usr/share/lintian/overrides/linux-base,EXISTS,EXISTS
/usr/share/lintian/overrides/dpkg,EXISTS,EXISTS
/usr/share/lintian/overrides/libgssapi-krb5-2,EXISTS,EXISTS
/usr/share/lintian/overrides/vim-tiny,EXISTS,EXISTS
/usr/share/lintian/overrides/login,EXISTS,EXISTS
/usr/share/lintian/overrides/python3,EXISTS,EXISTS
/usr/share/lintian/overrides/bsdutils,EXISTS,EXISTS
/usr/share/lintian/overrides/libpython3.5-stdlib,EXISTS,NOT EXISTS
/usr/share/lintian/overrides/libpam-runtime,EXISTS,EXISTS
/usr/share/lintian/overrides/libapparmor1,EXISTS,EXISTS
/usr/share/lintian/overrides/openssh-server,EXISTS,NOT EXISTS
/usr/share/lintian/overrides/python2.7,EXISTS,EXISTS
/usr/share/lintian/overrides/python,EXISTS,EXISTS
/usr/share/lintian/overrides/libdbus-1-3,EXISTS,EXISTS
/usr/share/lintian/overrides/libxml2,EXISTS,EXISTS
/usr/share/lintian/overrides/bash,EXISTS,EXISTS
/usr/share/lintian/overrides/dbus,EXISTS,EXISTS
/usr/share/lintian/overrides/python3.5,EXISTS,NOT EXISTS
/usr/share/lintian/overrides/libpam0g,EXISTS,EXISTS
/usr/share/lintian/overrides/iputils-ping,EXISTS,EXISTS
/usr/share/lintian/overrides/bsdmainutils,EXISTS,EXISTS
/usr/share/lintian/overrides/mount,EXISTS,EXISTS
/usr/share/lintian/overrides/passwd,EXISTS,EXISTS
/usr/share/lintian/overrides/ucf,EXISTS,EXISTS
/usr/share/lintian/overrides/debconf,EXISTS,EXISTS
/usr/share/lintian/overrides/util-linux,EXISTS,EXISTS
/usr/share/lintian/overrides/vim-common,EXISTS,EXISTS
/usr/share/lintian/overrides/libedit2,EXISTS,EXISTS
/usr/share/lintian/overrides/gettext-base,EXISTS,EXISTS
/usr/share/lintian/overrides/libglib2.0-0,EXISTS,EXISTS
/usr/share/lintian/overrides/libpam-modules,EXISTS,EXISTS
/usr/share/lintian/overrides/initramfs-tools-core,EXISTS,EXISTS
/usr/share/lintian/overrides/base-files,EXISTS,EXISTS
/usr/share/lintian/overrides/perl-base,EXISTS,EXISTS
/usr/share/lintian/overrides/libc-bin,EXISTS,EXISTS
/usr/share/lintian/overrides/apt,EXISTS,EXISTS
/usr/share/lintian/overrides/libklibc,EXISTS,EXISTS
/usr/share/pixmaps/vim-48.xpm,EXISTS,EXISTS
/usr/share/pixmaps/python2.7.xpm,EXISTS,EXISTS
/usr/share/pixmaps/debian-logo.png,EXISTS,EXISTS
/usr/share/pixmaps/gvim.svg,EXISTS,EXISTS
/usr/share/pixmaps/vim-16.xpm,EXISTS,EXISTS
/usr/share/pixmaps/vim-32.xpm,EXISTS,EXISTS
/usr/share/pixmaps/python3.5.xpm,EXISTS,NOT EXISTS
/usr/share/keyrings/debian-archive-removed-keys.gpg,EXISTS,EXISTS
/usr/share/keyrings/debian-archive-keyring.gpg,EXISTS,EXISTS
/usr/share/polkit-1/actions/org.freedesktop.locale1.policy,EXISTS,EXISTS
/usr/share/polkit-1/actions/org.freedesktop.login1.policy,EXISTS,EXISTS
/usr/share/polkit-1/actions/org.freedesktop.hostname1.policy,EXISTS,EXISTS
/usr/share/polkit-1/actions/org.freedesktop.systemd1.policy,EXISTS,EXISTS
/usr/share/polkit-1/actions/org.freedesktop.timedate1.policy,EXISTS,EXISTS
/usr/share/base-files/profile,EXISTS,EXISTS
/usr/share/base-files/profile.md5sums,EXISTS,EXISTS
/usr/share/base-files/info.dir,EXISTS,EXISTS
/usr/share/base-files/dot.profile,EXISTS,EXISTS
/usr/share/base-files/dot.bashrc,EXISTS,EXISTS
/usr/share/base-files/dot.profile.md5sums,EXISTS,EXISTS
/usr/share/base-files/motd,EXISTS,EXISTS
/usr/share/base-files/staff-group-for-usr-local,EXISTS,EXISTS
/usr/share/libc-bin/nsswitch.conf,EXISTS,EXISTS
/usr/share/doc-base/findutils,EXISTS,EXISTS
/usr/share/doc-base/nano-faq,EXISTS,EXISTS
/usr/share/doc-base/users-and-groups,EXISTS,EXISTS
/usr/share/doc-base/libpng16,EXISTS,EXISTS
/usr/share/doc-base/nano,EXISTS,EXISTS
/usr/share/doc-base/initramfs-maintainer,EXISTS,NOT EXISTS
/usr/share/doc-base/kbd-font-formats,EXISTS,EXISTS
/usr/share/doc-base/python-policy,EXISTS,NOT EXISTS
/usr/share/initramfs-tools/hooks/udev,EXISTS,EXISTS
/usr/share/initramfs-tools/hooks/resume,EXISTS,EXISTS
/usr/share/initramfs-tools/hooks/klibc-utils,EXISTS,EXISTS
/usr/share/initramfs-tools/hooks/kmod,EXISTS,EXISTS
/usr/share/initramfs-tools/hooks/thermal,EXISTS,EXISTS
/usr/share/initramfs-tools/hooks/keymap,EXISTS,EXISTS
/usr/share/initramfs-tools/hooks/fsck,EXISTS,EXISTS
/usr/share/initramfs-tools/hooks/dmsetup,EXISTS,EXISTS
/usr/share/initramfs-tools/scripts/local,EXISTS,EXISTS
/usr/share/initramfs-tools/scripts/init-bottom/udev,EXISTS,EXISTS
/usr/share/initramfs-tools/scripts/init-top/udev,EXISTS,EXISTS
/usr/share/initramfs-tools/scripts/init-top/all_generic_ide,EXISTS,EXISTS
/usr/share/initramfs-tools/scripts/init-top/keymap,EXISTS,EXISTS
/usr/share/initramfs-tools/scripts/init-top/blacklist,EXISTS,EXISTS
/usr/share/initramfs-tools/scripts/nfs,EXISTS,EXISTS
/usr/share/initramfs-tools/scripts/functions,EXISTS,EXISTS
/usr/share/initramfs-tools/scripts/local-premount/resume,EXISTS,EXISTS
/usr/share/initramfs-tools/init,EXISTS,EXISTS
/usr/share/initramfs-tools/modules,EXISTS,EXISTS
/usr/share/initramfs-tools/hook-functions,EXISTS,EXISTS
/sbin/swapon,EXISTS,NOT EXISTS
/sbin/agetty,EXISTS,NOT EXISTS
/sbin/tipc,EXISTS,NOT EXISTS
/sbin/installkernel,EXISTS,NOT EXISTS
/sbin/swaplabel,EXISTS,NOT EXISTS
/sbin/rarp,EXISTS,NOT EXISTS
/sbin/blkdiscard,EXISTS,NOT EXISTS
/sbin/debugfs,EXISTS,NOT EXISTS
/sbin/killall5,EXISTS,NOT EXISTS
/sbin/slattach,EXISTS,NOT EXISTS
/sbin/nameif,EXISTS,NOT EXISTS
/sbin/fsck.cramfs,EXISTS,NOT EXISTS
/sbin/resize2fs,EXISTS,NOT EXISTS
/sbin/ldconfig,EXISTS,NOT EXISTS
/sbin/rtmon,EXISTS,NOT EXISTS
/sbin/switch_root,EXISTS,NOT EXISTS
/sbin/ifconfig,EXISTS,NOT EXISTS
/sbin/fsfreeze,EXISTS,NOT EXISTS
/sbin/iptunnel,EXISTS,NOT EXISTS
/sbin/zramctl,EXISTS,NOT EXISTS
/sbin/blkdeactivate,EXISTS,NOT EXISTS
/sbin/blkid,EXISTS,NOT EXISTS
/sbin/ifup,EXISTS,NOT EXISTS
/sbin/rtacct,EXISTS,NOT EXISTS
/sbin/pam_tally,EXISTS,NOT EXISTS
/sbin/ipmaddr,EXISTS,NOT EXISTS
/sbin/ctrlaltdel,EXISTS,NOT EXISTS
/sbin/e2undo,EXISTS,NOT EXISTS
/sbin/tc,EXISTS,NOT EXISTS
/sbin/unix_chkpwd,EXISTS,NOT EXISTS
/sbin/swapoff,EXISTS,NOT EXISTS
/sbin/mke2fs,EXISTS,NOT EXISTS
/sbin/mkfs.bfs,EXISTS,NOT EXISTS
/sbin/mkfs,EXISTS,NOT EXISTS
/sbin/mkfs.cramfs,EXISTS,NOT EXISTS
/sbin/shadowconfig,EXISTS,NOT EXISTS
/sbin/badblocks,EXISTS,NOT EXISTS
/sbin/cfdisk,EXISTS,NOT EXISTS
/sbin/plipconfig,EXISTS,NOT EXISTS
/sbin/sulogin,EXISTS,NOT EXISTS
/sbin/e2fsck,EXISTS,NOT EXISTS
/sbin/runuser,EXISTS,NOT EXISTS
/sbin/dhclient,EXISTS,NOT EXISTS
/sbin/kbdrate,EXISTS,NOT EXISTS
/sbin/devlink,EXISTS,NOT EXISTS
/sbin/raw,EXISTS,NOT EXISTS
/sbin/mkfs.minix,EXISTS,NOT EXISTS
/sbin/fsck.minix,EXISTS,NOT EXISTS
/sbin/xtables-multi,EXISTS,NOT EXISTS
/sbin/pam_tally2,EXISTS,NOT EXISTS
/sbin/route,EXISTS,NOT EXISTS
/sbin/tune2fs,EXISTS,NOT EXISTS
/sbin/start-stop-daemon,EXISTS,NOT EXISTS
/sbin/mkswap,EXISTS,NOT EXISTS
/sbin/losetup,EXISTS,NOT EXISTS
/sbin/chcpu,EXISTS,NOT EXISTS
/sbin/mii-tool,EXISTS,NOT EXISTS
/sbin/fstrim,EXISTS,NOT EXISTS
/sbin/findfs,EXISTS,NOT EXISTS
/sbin/wipefs,EXISTS,NOT EXISTS
/sbin/sfdisk,EXISTS,NOT EXISTS
/sbin/fstab-decode,EXISTS,NOT EXISTS
/sbin/unix_update,EXISTS,NOT EXISTS
/sbin/fsck,EXISTS,NOT EXISTS
/sbin/e2image,EXISTS,NOT EXISTS
/sbin/dhclient-script,EXISTS,NOT EXISTS
/sbin/fdisk,EXISTS,NOT EXISTS
/sbin/bridge,EXISTS,NOT EXISTS
/sbin/isosize,EXISTS,NOT EXISTS
/sbin/blockdev,EXISTS,NOT EXISTS
/sbin/sysctl,EXISTS,NOT EXISTS
/sbin/hwclock,EXISTS,NOT EXISTS
/sbin/dmsetup,EXISTS,NOT EXISTS
/sbin/mkhomedir_helper,EXISTS,NOT EXISTS
/sbin/logsave,EXISTS,NOT EXISTS
/sbin/dumpe2fs,EXISTS,NOT EXISTS
/sbin/pivot_root,EXISTS,NOT EXISTS
/lib/udev/hwdb.d/60-keyboard.hwdb,EXISTS,NOT EXISTS
/lib/udev/hwdb.d/20-usb-vendor-model.hwdb,EXISTS,NOT EXISTS
/lib/udev/hwdb.d/20-sdio-classes.hwdb,EXISTS,NOT EXISTS
/lib/udev/hwdb.d/20-bluetooth-vendor-product.hwdb,EXISTS,NOT EXISTS
/lib/udev/hwdb.d/20-usb-classes.hwdb,EXISTS,NOT EXISTS
/lib/udev/hwdb.d/70-touchpad.hwdb,EXISTS,NOT EXISTS
/lib/udev/hwdb.d/70-mouse.hwdb,EXISTS,NOT EXISTS
/lib/udev/hwdb.d/20-sdio-vendor-model.hwdb,EXISTS,NOT EXISTS
/lib/udev/hwdb.d/70-pointingstick.hwdb,EXISTS,NOT EXISTS
/lib/udev/hwdb.d/20-pci-vendor-model.hwdb,EXISTS,NOT EXISTS
/lib/udev/hwdb.d/20-pci-classes.hwdb,EXISTS,NOT EXISTS
/lib/udev/hwdb.d/60-evdev.hwdb,EXISTS,NOT EXISTS
/lib/udev/hwdb.d/20-net-ifname.hwdb,EXISTS,NOT EXISTS
/lib/udev/hwdb.d/20-OUI.hwdb,EXISTS,NOT EXISTS
/lib/udev/hwdb.d/20-acpi-vendor.hwdb,EXISTS,NOT EXISTS
/lib/udev/rules.d/55-dm.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/60-serial.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/60-persistent-input.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/73-usb-net-by-mac.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/80-ifupdown.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/70-touchpad.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/71-seat.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/60-persistent-storage.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/50-udev-default.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/60-evdev.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/99-systemd.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/60-persistent-v4l.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/70-uaccess.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/60-drm.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/60-block.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/60-cdrom_id.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/78-sound-card.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/80-drivers.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/60-persistent-storage-tape.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/64-btrfs.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/80-debian-compat.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/50-firmware.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/75-net-description.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/80-net-setup-link.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/73-seat-late.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/75-probe_mtd.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/70-power-switch.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/70-mouse.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/85-hwclock.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/70-debian-uaccess.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/60-persistent-storage-dm.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/73-special-net-names.rules,EXISTS,NOT EXISTS
/lib/udev/rules.d/60-persistent-alsa.rules,EXISTS,NOT EXISTS
/lib/udev/scsi_id,EXISTS,NOT EXISTS
/lib/udev/cdrom_id,EXISTS,NOT EXISTS
/lib/udev/ata_id,EXISTS,NOT EXISTS
/lib/udev/collect,EXISTS,NOT EXISTS
/lib/udev/v4l_id,EXISTS,NOT EXISTS
/lib/udev/ifupdown-hotplug,EXISTS,NOT EXISTS
/lib/udev/hwdb.bin,EXISTS,NOT EXISTS
/lib/udev/hwclock-set,EXISTS,NOT EXISTS
/lib/udev/mtd_probe,EXISTS,NOT EXISTS
/lib/systemd/systemd-sysv-install,EXISTS,NOT EXISTS
/lib/systemd/systemd-user-sessions,EXISTS,NOT EXISTS
/lib/systemd/systemd-update-utmp,EXISTS,NOT EXISTS
/lib/systemd/resolv.conf,EXISTS,NOT EXISTS
/lib/systemd/systemd-networkd,EXISTS,NOT EXISTS
/lib/systemd/systemd-sysctl,EXISTS,NOT EXISTS
/lib/systemd/systemd,EXISTS,NOT EXISTS
/lib/systemd/systemd-random-seed,EXISTS,NOT EXISTS
/lib/systemd/systemd-socket-proxyd,EXISTS,NOT EXISTS
/lib/systemd/systemd-localed,EXISTS,NOT EXISTS
/lib/systemd/systemd-networkd-wait-online,EXISTS,NOT EXISTS
/lib/systemd/systemd-journald,EXISTS,NOT EXISTS
/lib/systemd/systemd-resolved,EXISTS,NOT EXISTS
/lib/systemd/systemd-binfmt,EXISTS,NOT EXISTS
/lib/systemd/systemd-fsckd,EXISTS,NOT EXISTS
/lib/systemd/system/bluetooth.target,EXISTS,NOT EXISTS
